TITLE,MODEL,DESCRIPTION,CONDITION,STATUS,PRICE_LIST,PRICE
Karcher - Conexiune universala pentru robinet,2.645-010.0,"Fixare robusta datorita filetului interior din cupru. Protectie filet pentru fixare usoara. Permite racordarea furtunului de gradina la robinetul de la bucatarie sau de la baie, de exemplu in cazul in care in zona exterioara nu exista un robinet pentru apa. Sfat: Optim pentru alimentarea unui aparat de curatat cu inalta presiune,Cod de comanda:2.645-010.0",Nou,,27.0,"25,94"
Karcher - Suport furtun,2.645-044.0,"Montare usoara pe peretii exteriori. Practic si fara a ocupa mult spatiu cu posibilitatea de a depozita elemente de stropit. Pentru toate furtunurile de gradina cunoscute.,Cod de comanda:2.645-044.0",Nou,,0.0,"25,00"
Karcher - Cuplaj cu 2 capete din alama,2.645-100.0,"Calitate care face fata oricarei presiuni Noua linie de alama de la Kärcher este destinata utilizarii semiprofesionale in gradina Dvs. Prelucrarea valoroasa si materialul robust garanteaza o durata de viata extrem de lunga chiar si in cazul utilizarii continue.,Cod de comanda:2.645-100.0",Nou,,27.0,"24,08"
Karcher - Racord robinet din alama G1,2.645-014.0,"Racord robinet robust din alama pentru utilizarea semiprofesionista. Inel din material sintetic, confortabil, pentru o fixare si o manuire usoara. Potrivit pentru robinete cu filet G1. Sistem clic potrivit tuturor marcilor!,Cod de comanda:2.645-014.0",Nou,,26.0,"24,08"
Karcher - Racord robinet din alama G3/4 cu piesa de reductie G1/2,2.645-013.0,"Racord robinet robust din alama pentru utilizarea semiprofesionista. Inel din material sintetic, confortabil, pentru o fixare si o manuire usoara. Potrivit pentru robinete cu filet G3/4 sau G1/2. Sistem clic potrivit tuturor marcilor!,Cod de comanda:2.645-013.0",Nou,,26.0,"24,08"
Karcher - Conector Universal Plus,2.645-193.0,"Cuplaj de furtun universal plus cu cleme cu caneluri din plastic moale pentru manevrare confortabila. Compatibil cu toate sistemele de prindere cu clic.,Cod de comanda:2.645-193.0",Nou,,25.0,"22,22"
Karcher - Colier de etansare,2.645-235.0,"Colierele de etansare pot fi fixate in orice punct al furtunului Kärcher Rain System®. Acestea poti fi instalate simplu si fiabil, orificiile colierului de etansare nemaifiind necesare.,Cod de comanda:2.645-235.0",Nou,La comanda,0.0,"22,00"
Karcher - Conector Universal Aqua Stop,2.645-192.0,"Cuplaj de furtun universal cu Aqua Stop. Design ergonomic pentru o manevrare usoara.,Cod de comanda:2.645-192.0",Nou,,24.0,"21,30"
Karcher - Aspersor pulverizare CS 90 Vario,2.645-025.0,"Pentru suprafete mici si gradini. Varf ascutit robust pentru sol denivelat sau dur. Adaptori suplimentari pentru irigarea suprafetelor dreptunghiulare. Sistem clic potrivit tuturor marcilor!,Cod de comanda:2.645-025.0",Nou,la comanda ,0.0,"21,00"
Karcher - Racord I,2.645-232.0,"Piesa in I conecteaza doua furtunuri Kärcher Rain System® si furtunuri de absorbtie. Utilizand piesa in I, furtunul de absorbtie, de exemplu, poate fi racordat la Kärcher Rain System®.,Cod de comanda:2.645-232.0",Nou,La comanda,0.0,"20,00"
Karcher - Opritor pentru furtun,2.645-233.0,"Prin piesa finala, furtunurile Kärcher Rain System® si furtunurile de absorbtie pot fi sigilate in mod sigur. Acesta este montat la capatul furtunului respectiv fara utilizarea de instrumente.,Cod de comanda:2.645-233.0",Nou,La comanda,0.0,"19,79"
Karcher - Conector Universal,2.645-191.0,"Cuplaj de furtun universal cu design ergonomic pentru manevrare usoara.,Cod de comanda:2.645-191.0",Nou,,20.0,"18,00"
Karcher - STROPITOR MANUAL MINI PENTRU STROPIT,2.645-264.0,Cod de comanda:2.645-264.0,Nou,,0.0,"16,00"
Karcher - Conexiune universala tripla,2.645-009.0,"Cuplaj cu trei capete pentru conectarea rapida a trei furtunuri. Design robust. Sistem clic potrivit tuturor marcilor!,Cod de comanda:2.645-009.0",Nou,,16.0,"14,79"
Karcher - Conexiune universala G1 cu piesa de reductie G3/4,2.645-007.0,"Racord pentru robinet, extrem de robust. Piesa de reductie permite racordarea la doua marimi de filet. Sistem clic potrivit tuturor marcilor!,Cod de comanda:2.645-007.0",Nou,,10.0,"9,19"
Karcher - Conexiune universala G3/4 cu piesa de reductie G1/2,2.645-006.0,"Racord pentru robinet, extrem de robust. Piesa de reductie permite racordarea la doua marimi de filet. Sistem clic potrivit tuturor marcilor!,Cod de comanda:2.645-006.0",Nou,,10.0,"9,19"
Karcher - Racordare aparate G3/4,2.645-099.0,"Racord prin filetare 3/4"" pentru conectarea furtunurilor la aspersoare de exemplu (cu filet intern).,Cod de comanda:2.645-099.0",Nou,,10.0,"9,19"
Karcher - Conexiune universala dubla,2.645-008.0,"Pentru conectarea rapida a doua furtunuri. Design robust. Sistem clic potrivit tuturor marcilor!,Cod de comanda:2.645-008.0",Nou,,10.0,"9,18"
Karcher - Racordare aparate G1/2,2.645-098.0,"Racord prin filetare 1/2"" pentru conectarea furtunurilor la aspersoare de exemplu (filet intern).,Cod de comanda:2.645-098.0",Nou,,10.0,"8,00"
